character
减
凑
凛
凜
凝
几
凡
凤
処
凫
凭
凯
凰
凱
凳
凵
凶
凸
凹
出
击
凼
函
凿
刀
刁
刂
刃
刅
分
切
刈
刊
刍
刎
刑
划
刖
列
刘
则
刚
创
初
删
判
別
刨
利
刪
别
刭
刮
到
刳
制
刷
券
刹
刺
刻
刽
刿
剀
剁
剂
剃
則
削
剋
剌
前
剎
剐
剑
剔
剖
剛
剜
剝
剞
剡
剥
剧
剩
剪
剮
副
割
剳
創
剷
剽
剿
劁
劂
劃
劄
劇
劈
劉
劊
劍
劐
劑
劓
力
劝
办
功
加
务
劢
劣
劦
动
助
努
劫
劬
劭
励
劲
劳
劵
劼
劾
势
勁
勃
勇
勈
勉
勋
勐
勒
動
勖
勘
務
勛
勝
勞
募
勢
勤
勦
勰
勳
勵
勸
勹
勺
勻
勾
勿
匀
包
匆
匈
匊
匋
匍
匏
匐
匕
化
北
匙
匚
匛
匝
匠
匡
匣
匦
匧
匪
匭
匮
匯
匱
匸
匹
区
医
匽
匾
匿
區
十
卂
千
卄
卅
升
午
卉
半
卌
华
协
卑
卒
卓
協
单
卖
南
博
卜
卞
卟
占
卡
卢
卣
卤
卦
卧
卩
卫
卬
卮
卯
印
危
即
却
卵
卷
卸
卹
卺
卻
卿
厂
厃
厄
厅
历
厉
压
厌
厍
厓
厕
厗
厘
厚
厝
原
厢
厣
厤
厥
厦
厨
厩
厪
厭
厮
厲
厶
厷
厹
去
厽
县
叀
叁
参
參
又
叉
及
友
双
反
发
叒
叔
叕
取
受
变
叙
叚
叛
叟
叠
叢
口
古
句
另
叨
叩
只
叫
召
叭
叮
可
台
叱
史
右
叵
叶
号
司
叹
叻
叼
叽
吁
吂
吃
各
吆
合
吉
吊
吋
同
名
后
吏
吐
向
吒
吓
吕
吖
吗
君
吝
吞
吟
吠
吡
吣
否
吧
吨
吩
含
听
吭
吮
启
吱
吲
吳
吴
吵
吶
吸
吹
吻
吼
吾
呀
呂
呃
呆
呈
告
呋
呎
呐
呑
呒
呓
呔
呕
呖
呗
员
呙
呛
呜
呢
呣
呤
呦
周
呫
呱
呲
味
呵
呶
呷
呸
呻
呼
命
咀
咂
咄
咅
咆
咋
和
咎
咏
咐
咑
咒
咔
咕
咖
咙
咚
咛
咝
咠
咢
咣
咤
咥
咦
咧
咨
咩
咪
咫
咬
咭
咯
咱
咳
咴
咸
咻
咼
咽
咾
咿
哀
品
哂
哄
哆
哇
哈
哉
哌
响
哎
哏
哐
哑
哒
哓
哔
哕
哗
哙
哚
哜
哝
哞
哟
員
哥
哦
哧
哨
哩
哪
哭
哮
哱
哲
哳
哺
哼
哽
哿
唁
唄
唅
唆
唇
唉
唎
唏
唐
唑
唔
唚
唛
唝
唠
唢
唣
唤
唧
唪
唫
唬
售
唯
唰
唱
唳
唵
唷
唸
唼
唾
唿
啁
啃
啄
商
啇
啉
啊
問
啐
啓
啕
啖
啚
啜
啞
啟
啡
啤
啥
啦
啧
啪
啫
啬
啭
啮
啰
啴
啵
啶
啷
啸
啻
啼
啾
喀
喁
喂
喃
善
喆
喇
喈
喉
喊
喋
喏
喑
喔
喘
喙
喚
喜
喝
喟
喧
喨
喪
喬
單
喱
喲
喳
喵
喷
喹
喻
喼
喽
喾
喿
嗄
嗅
嗆
嗇
嗉
嗊
嗌
嗍
嗎
嗐
嗑
嗒
嗓
嗔
嗖
嗚
嗜
嗝
嗟
嗡
嗣
嗤
嗥
嗦
嗨
嗩
嗪
嗫
嗬
嗯
嗲
嗳
嗵
嗶
嗷
嗽
嗾
嘀
嘁
嘅
嘆
嘈
嘉
嘌
嘍
嘎
嘏
嘔
嘖
嘗
嘘
嘚
嘛
嘜
嘞
嘟
嘢
嘣
嘤
嘧
嘩
嘬
嘭
嘮
嘯
嘰
嘱
嘲
嘴
嘶
嘸
嘹
嘻
嘼
嘽
嘿
噁
噌
噍
噎
噓
噔
噗
噘
噙
噜
噠
噢
噤
噥
噦
器
噩
噪
噫
噬
噯
噱
噲
噴
噶
噸
噹
噻
噼
嚀
嚄
嚅
嚆
嚇
嚎
嚏
嚓
嚕
嚙
嚣
嚥
嚨
嚮
嚯
嚳
嚴
嚷
嚼
囀
囂
囈
囉
囊
囌
囑
囔
囗
囚
四
囝
回
囟
因
囡
团
囤
囪
囫
园
困
囱
围
囵
囷
囹
固
国
图
囿
圂
圃
圄
圆
圇
圈
圉
圊
國
圍
園
圓
圖
團
圙
圜
土
圣
圤
在
圩
圪
圬
圭
圮
圯
地
圳
圹
场
圻
圼
圾
址
坂
均
坊
坌
坍
坎
坏
坐
坑
坒
块
坚
坛
坜
坝
坞
坟
坠
坡
坤
坦
坨
坩
坪
坫
坭
坯
坳
坴
坶
坷
坻
坼
垂
垃
垄
垅
垆
型
垌
垒
垓
垔
垚
垛
垠
垡
垢
垣
垤
垦
垧
垩
垫
垭
垮
垯
垲
垴
垸
埂
埃
埄
埇
埋
城
埏
埒
埔
埕
埗
埘
埙
埚
埝
域
埠
埡
埤
埭
埯
埲
埴
埵
埶
執
埸
培
基
埼
埽
堀
堂
堃
堅
堆
堇
堊
堋
堍
堑
堕
堙
堞
堠
堡
堤
堪
堯
堰
報
場
堵
堿
塄
塊
塋
塌
塍
塑
塔
塕
塗
塘
塚
塞
塢
塥
填
塬
塲
塵
塹
塾
墀
墁
境
墅
墉
墊
墒
墓
墙
墚
墜
增
墟
墨
墩
墮
墳
墻
墼
墾
壁
壅
壇
壑
壓
壕
壘
壞
壟
壢
壤
壩
士
壬
壮
壯
声
壳
壴
壶
壹
壺
壽
夂
夃
处
夅
夆
备
夊
夋
夌
复
夏
夔
夕
外
夗
夙
多
夜
够
夠
夢
夤
夥
大
天
太
夫
夬
夭
央
夯
失
夲
头
夷
夸
夹
夺
夼
夾
奁
奂
奄
奇
奈
奉
奋
奎
奏
奐
契
奓
奔
奕
奖
套
奘
奚
奠
奢
奥
奧
奩
奪
奭
奮
女
奴
奶
奸
她
奼
好
妁
如
妃
妄
妆
妇
妈
妊
妍
妒
妓
妖
妗
妙
妝
妞
妟
妣
妤
妥
妨
妩
妪
妫
妮
妯
妲
妳
妹
妻
妾
姆
姊
始
姐
姑
姒
姓
委
姗
姘
姚
姜
姝
姣
姥
姦
姨
姪
姫
姬
姮
姹
姻
姿
威
娃
娄
娅
娆
娇
娈
娉
娌
娑
娓
娘
娛
娜
娟
娠
娣
娥
娩
娭
娱
娲
娴
娶
娼
婀
婁
婆
婉
婊
婕
婚
婢
婦
婧
婪
婭
婴
婵
婶
婷
婺
婿
媒
媕
媚
媛
媠
媧
媪
媲
媳
媵
媷
媸
媽
媾
嫁
嫂
嫉
嫌
嫒
嫔
嫖
嫗
嫘
嫚
嫜
嫠
嫡
嫣
嫦
嫩
嫪
嫫
嫱
嫵
嫻
嬈
嬉
嬋
嬌
嬖
嬗
嬛
嬪
嬰
嬲
嬴
嬷
嬸
孀
孃
孌
子
孑
孓
孔
孕
字
存
孙
孚
孛
孜
孝
孟
孢
季
孤
孥
学
孨
孩
孪
孫
孬
孰
孱
孳
孵
學
孺
孽
孿
宀
宁
它
宄
宅
宇
守
安
宋
完
宏
宓
宕
宗
官
宙
定
宛
宜
宝
实
宠
审
客
宣
室
宥
宦
宪
宫
宮
宰
害
宴
宵
家
宸
容
宽
宾
宿
寂
寄
寅
密
寇
富
寐
寒
寓
寝
寞
察
寡
寢
寤
寥
實
寧
寨
審
寫
寬
寮
寰
寵
寶
寸
对
寺
寻
导
寽
寿
封
尃
射
将
將
專
尉
尊
尋
尌
對
導
小
少
尔
尕
尖
尗
尘
尙
尚
尜
尝
尞
尢
尣
尤
尥
尧
尨
尬
就
尴
尷
尸
尹
尺
尻
尼
尽
尾
尿
局
屁
层
屃
屄
居
屆
屈
屉
届
屋
屌
屍
屎
屏
屐
屑
展
屙
屚
屜
属
屠
屡
屢
屣
層
履
屦
屨
屬
屭
屮
屯
屰
山
屹
屺
屾
屿
岁
岂
岈
岌
岍
岐
岑
岔
岖
岗
岘
岙
岚
岛
岜
岡
岢
岣
岩
岫
岬
岭
岱
岳
岵
岷
岸
岽
岿
峁
峄
峇
峋
峒
峙
峡
峤
峥
峦
峨
峪
峭
峰
峴
島
峻
峽
崂
崃
崆
崇
崎
崑
崒
崔
崖
崗
崙
崛
崞
崢
崤
崦
崧
崩
崭
崮
崴
崽
崾
嵇
嵊
嵋
嵌
嵐
嵒
嵘
嵛
嵝
嵞
嵩
嵫
嵬
嵯
嵴
嶂
嶄
嶇
嶗
嶙
嶝
嶡
嶧
嶪
嶷
嶸
嶺
嶼
嶽
巂
巅
巆
巍
巒
巔
巖
巛
川
州
巠
巡
巢
巤
工
左
巧
巨
巩
巫
差
巯
己
已
巳
巴
巵
巷
巸
巹
巽
巾
巿
帀
币
市
布
帅
帆
师
希
帏
帐
帑
帔
帕
帖
帘
帙
帚
帛
帜
帝
帥
带
帧
師
席
帮
帱
帳
帶
帷
常
帻
帼
帽
幀
幂
幃
幄
幅
幌
幔
幕
幗
幛
幞
幟
幡
幢
幣
幫
幬
干
平
年
并
幸
幹
幺
幻
幼
幽
幾
广
庀
庄
庆
庇
床
庋
序
庐
庑
库
应
底
庖
店
庙
庚
府
庞
废
庠
庥
度
座
庫
庭
庳
庵
庶
康
庸
庹
庾
廁
廂
廄
廈
廉
廊
廌
廑
廒
廓
廖
廚
廛
廝
廟
廠
廡
廢
廣
廥
廨
廩
廪
廬
廳
廴
延
廷
建
廾
廿
开
弁
异
弃
弄
弇
弈
弊
弋
式
弑
弒
弓
弔
引
弗
弘
弛
弟
张
弥
弦
弧
弩
弪
弭
弮
弯
弱
弳
張
強
弹
强
弼
彀
彆
彈
彊
彌
彎
彐
彑
归
当
彔
录
彖
彗
彘
彙
彝
彞
彟
彡
形
彤
彥
彦
彧
彩
彪
彬
彭
彰
影
彳
彷
彸
役
彻
彼
彿
往
征
徂
径
待
徇
很
徉
徊
律
後
徐
徑
徒
徕
得
徘
徙
徜
從
徠
御
徨
復
循
徭
微
徯
徴
徵
德
徹
徼
徽
心
忄
必
忆
忉
忌
忍
忏
忐
忑
忒
忕
忖
志
忘
忙
忝
忞
忠
忡
忤
忧
忪
快
忭
忮
忱
念
忸
忻
忽
忾
忿
怀
态
怂
怃
怄
怅
怆
怊
怍
怎
怏
怒
怔
怕
怖
怙
怛
怜
思
怠
怡
急
怦
性
怨
怩
怪
怫
怯
怱
怵
总
怼
怿
恁
恂
恃
恆
恋
恍
恐
恒
恓
恕
恙
恚
恝
恢
恣
恤
恥
恧
恨
恩
恪
恫
恬
恭
息
恰
恳
恶
恸
恹
恺
恻
恼
恽
恿
悃
悄
悅
悉
悌
悍
悒
悔
悖
悚
悛
悝
悟
悠
患
悤
悦
悧
您
悫
悬
悭
悯
悱
悲
悴
悵
悶
悸
悻
悼
悽
情
惆
惊
惋
惑
惓
惕
惘
惙
惚
惛
惜
惝
惟
惠
惡
惢
惦
惧
惨
惩
惫
惬
惭
惮
惯
惰
惱
想
惴
惶
惹
惺
惻
愀
愁
愆
愈
愉
愍
愎
意
愕
愚
愛
愜
感
愠
愣
愤
愦
愧
愫
愴
愷
愾
愿
慄
慈
慊
態
慌
慍
慎
慑
慕
慘
慚
慝
慟
慢
慣
慧
慨
慪
慫
慮
慰
慳
慴
慵
慶
慷
慼
慾
憂
憊
憋
憎
憐
憑
憔
憚
憝
憤
憧
憨
憩
憫
憬
憲
憶
憷
憹
憾
懂
懇
懈
應
懊
懋
懑
懒
懔
懞
懟
懣
懦
懨
懮
懲
懵
懶
懷
懸
懺
懼
懾
懿
戀
戆
戇
戈
戉
戊
戋
戌
戍
戎
戏
成
我
戒
戔
戕
或
戗
战
戚
戛
戜
戟
戠
戡
戢
戤
戥
戧
截
戬
戮
戰
戲
戳
戴
戶
户
戽
戾
房
所
扁
扂
扃
扆
扇
扈
扉
手
扌
才
扎
扑
扒
打
扔
払
托
扛
扢
扣
扦
执
扩
扪
扫
扬
扭
扮
扯
扰
扳
扶
批
扼
找
承
技
抃
抄
抉
把
抑
抒
抓
投
抖
抗
折
抚
抛
抟
抠
抡
抢
护
报
抨
披
抬
抱
抵
抹
抻
押
抽
抿
拂
拄
担
拆
拇
拈
拉
拊
拋
拌
拍
拎
拐
拑
拒
拓
拔
拖
拗
拘
拙
拚
招
拜
拟
拢
拣
拥
拦
拧
拨
择
括
拭
拮
拯
拱
拳
拴
拶
拷
拼
拽
拾
拿
持
挂
指
挈
按
挎
挑
挖
挚
挛
挝
挞
挟
挠
挡
挢
挣
挤
挥
挨
挪
挫
振
挲
挹
挺
挽
挾
捂
捃
捅
捆
捉
捋
捌
捍
捎
捏
捐
捕
捞
损
捡
换
捣
捧
捨
捩
捫
捭
据
捱
捲
捶
捷
捺
捻
掀
掂
掃
掄
掇
授
掉
掊
掌
掎
掏
掐
排
掖
掘
掙
掛
掠
採
探
掣
接
控
推
掩
措
掬
掭
掮
掰
掱
掳
掴
掷
掸
掺
掼
掾
揀
揄
揆
揉
揍
揎
描
提
插
揖
揚
換
揞
揠
握
揣
揩
揪
揭
揮
揲
援
揶
揸
揽
揿
搀
搁
搂
搅
搋
搌
損
搏
搐
搒
搓
搔
搖
搗
搛
搜
搞
搠
搡
搦
搪
搬
搭
搴
搶
携
搽
搿
摀
摁
摄
摅
摆
摇
摈
摊
摑
摒
摔
摘
摞
摟
摧
摩
摭
摯
摳
摶
摸
摹
摺
摻
摽
撂
撄
撅
撇
撈
撐
撑
撒
撓
撕
撖
撙
撞
撣
撤
撥
撩
撫
撬
播
撮
撰
撲
撳
撵
撷
撸
撺
撻
撼
撾
撿
擀
擁
擂
擄
擅
擇
擊
擋
操
擎
擐
擒
擔
擗
擘
據
擞
擠
擡
擢
擤
擦
擬
擯
擰
擱
擲
擴
擷
擺
擻
擼
擾
擿
攀
攆
攉
攏
攒
攔
攘
攙
攛
攜
攝
攢
攣
攤
攥
攪
攫
攬
攮
支
攴
攵
收
攸
改
攻
放
政
敃
敄
故
效
敉
敌
敏
救
敕
敖
敗
敘
教
敛
敝
敞
敢
散
敦
敪
敫
敬
数
敲
整
敵
敷
數
敻
斂
斃
文
斋
斌
斐
斑
斓
斕
斗
料
斛
斜
斟
斡
斤
斥
斦
斧
斩
斫
斬
断
斯
新
斲
斷
方
於
施
斿
旁
旃
旄
旅
旆
旉
旋
旌
旎
族
旒
旖
旗
无
旡
既
日
旦
旧
旨
早
旬
旭
旮
旯
旰
旱
旲
时
旷
旺
昀
昂
昃
昆
昇
昉
昊
昌
明
昏
易
昔
昕
昙
昜
昝
星
映
春
昧
昨
昫
昬
昭
是
昱
昴
昵
昶
昷
昼
显
晁
時
晃
晉
晋
晌
晏
晒
晓
晔
晕
晖
晗
晚
晝
晟
晡
晤
晦
晨
晬
普
景
晰
晴
晶
晷
智
晾
暂
暄
暆
暇
暈
暉
暋
暌
暑
暖
暗
暝
暠
暡
暢
暧
暨
暫
暮
暱
暴
暹
暾
曄
曆
曇
曉
曖
曙
曚
曛
曜
曝
曠
曦
曩
曬
曰
曱
曲
曳
更
曷
書
曹
曼
曾
替
最
朁
會
月
有
朊
朋
服
朐
朔
朕
朗
望
朝
期
朦
朧
木
未
末
本
札
朮
术
朱
朴
朵
机
朽
朿
杀
杂
权
杆
杈
杉
杌
李
杏
材
村
杓
杖
杜
杞
束
杠
条
来
杨
杩
杪
杭
杯
杰
東
杲
杳
杵
杷
杼
松
板
极
构
枇
枉
枋
析
枒
枓
枕
林
枘
枚
果
枝
枞
枢
枣
枥
枧
枨
枪
枫
枭
枯
枰
枳
枵
架
枷
枸
枼
柁
柃
柄
柊
柏
某
柑
柒
染
柔
柘
柙
柚
柜
柝
柞
柠
柢
查
柩
柬
柯
柰
柱
柳
柴
柵
柽
柿
栀
栅
标
栈
栉
栊
栋
栌
栎
栏
树
栓
栖
栗
栝
校
栩
株
栱
栲
栳
栴
样
核
根
格
栽
栾
桀
桁
桂
桃
桄
桅
框
案
桉
桊
桌
桎
桐
桑
桓
桔
桕
桠
桡
桢
档
桤
桥
桦
桧
桨
桩
桫
桲
桴
桶
桷
桼
桿
梁
梃
梅
梆
梏
梓
梔
梗
條
梟
梢
梣
梦
梧
梨
梭
梯
械
梳
梵
梼
梾
梿
检
棂
棄
棉
棋
棍
棒
棕
棗
棘
棚
棟
棠
棣
棥
棧
森
棰
棱
棲
棵
棶
棹
棺
棻
棼
椁
椅
椆
椋
植
椎
椐
椒
椟
椠
椤
椥
椪
椭
椰
椴
椹
椽
椿
楂
楊
楓
楔
楗
楙
楚
楛
楝
楞
楠
楣
楦
楨
楫
業
楮
楱
極
楷
楸
楹
楼
榀
概
榄
榅
榆
榇
榈
榉
榍
榔
榕
榘
榛
榜
榧
榨
榫
榭
榮
榱
榲
榴
榷
榻
榿
槀
槁
槃
槊
構
槌
槍
槎
槐
槓
槔
槛
槜
槟
槠
槤
槨
槭
槲
